   Ktqmh, 3.0, 27.63, 26.43, 28.24, 13.31, 20.49, 32.38, 12.51, 7.608, 7.061, 12.01, 15.68, 37.62, 5.729, 44.3, 18.11, 39.96, 16.28
Dtlfrxoq, 2.9, 53.15, 10.41, 19.32, 5.734, 7.298, 11.95, 7.09, 18.97, 11.55, 9.358, 7.226, 28.39, 5.066, 38.82, 19.57, 24.23, 22.8
Gsjxvenum, 2.9, 9.323, 34.4, 26.84, 8.121, 27.37, 6.295, 16.77, 21.96, 17.34, 9.641, 42.45, 10.92, 5.903, 9.905, 8.397, 30.56, 23.96
Nlvuostm, 3.7, 26.1, 59.51, 18.77, 6.571, 9.238, 38.55, 15.53, 23.24, 17.54, 34.65, 25.31, 18.98, 6.547, 64.38, 12.91, 31.13, 25.24
Dqmpivwri, 2.9, 59.54, 46.41, 14.71, 11.18, 19.09, 17.65, 10.31, 20.01, 25.33, 13.34, 8.123, 10.66, 7.805, 44.59, 17.04, 41.65, 21.33
  Tndrre, 4.0, 66.79, 40.51, 35.91, 8.527, 43.96, 34.61, 29.66, 30.3, 8.321, 39.81, 31.01, 24.27, 15.59, 45.63, 36.57, 61.83, 25.44
 Rjqveiv, 3.4, 55.79, 54.24, 16.74, 7.927, 10.97, 39.2, 8.163, 20.02, 13.96, 25.19, 44.25, 27.95, 6.366, 36.58, 14.37, 36.09, 33.79
  Qivepc, 3.3, 44.48, 24.48, 25.59, 14.03, 10.92, 39.71, 18.43, 6.037, 17.79, 19.82, 45.29, 45.35, 6.805, 38.75, 10.38, 16.93, 24.62
Rjocrhrxb, 3.1, 52.94, 16.33, 8.939, 8.938, 7.971, 17.09, 13.44, 8.137, 19.95, 12.23, 23.55, 35.9, 5.844, 13.5, 18.59, 48.21, 7.726
  Umeoxn, 3.2, 11.99, 47.95, 8.366, 11.61, 36.92, 25.47, 9.63, 10.81, 19.67, 26.98, 17.88, 36.2, 4.607, 10.19, 15.35, 34.68, 17.09
   Rvixe, 2.3, 14.18, 12.35, 10.28, 11.46, 8.399, 5.959, 11.46, 17.96, 17.29, 16.77, 34.44, 11.35, 4.329, 39.96, 17.09, 35.64, 18.51
Kpxqcqsqk, 2.9, 39.1, 17.63, 31.72, 14.52, 32.67, 12.66, 9.062, 10.66, 10.69, 23.0, 36.46, 11.42, 11.23, 39.06, 19.23, 23.71, 12.35
 Cjlccsd, 2.5, 17.18, 31.33, 5.601, 6.988, 22.67, 23.76, 18.35, 19.44, 7.799, 12.69, 41.54, 10.56, 4.908, 35.9, 9.186, 23.92, 20.73
 Scnjixu, 2.9, 60.09, 14.94, 15.98, 11.25, 14.76, 30.9, 16.29, 20.57, 15.98, 7.353, 48.61, 40.6, 5.324, 23.31, 6.363, 32.41, 6.319
   Iuxtd, 2.8, 47.55, 25.38, 11.14, 6.711, 8.18, 20.67, 14.92, 16.43, 19.91, 23.47, 17.06, 14.69, 4.168, 26.59, 11.75, 34.69, 28.19
 Ulvwrqf, 2.5, 43.64, 36.52, 14.39, 7.626, 11.93, 25.16, 12.59, 17.22, 20.38, 13.65, 38.1, 30.76, 9.69, 21.58, 8.05, 8.945, 21.25
 Ugiudpk, 4.0, 40.02, 67.27, 28.8, 10.08, 39.55, 36.45, 13.69, 12.32, 21.98, 15.98, 53.18, 51.73, 11.82, 38.4, 29.88, 11.28, 40.86
Fvkmurof, 4.0, 86.0, 37.93, 22.38, 11.71, 26.13, 9.04, 18.39, 18.93, 13.64, 23.52, 21.21, 9.903, 8.867, 68.47, 25.47, 15.62, 18.99
  Qgpdit, 2.8, 34.74, 37.55, 12.58, 13.81, 19.4, 28.19, 18.15, 7.612, 18.28, 25.08, 36.9, 34.8, 11.05, 17.4, 9.699, 18.84, 6.381
  Sbeefs, 3.2, 63.66, 39.01, 31.81, 8.561, 17.27, 11.49, 12.39, 12.96, 15.0, 14.64, 43.33, 39.71, 9.199, 8.962, 29.82, 21.5, 28.69
Rxvgmpxge, 3.4, 48.65, 26.42, 29.3, 16.76, 30.37, 11.6, 10.09, 10.53, 30.15, 24.76, 20.4, 15.93, 11.73, 9.438, 18.07, 52.63, 12.3
 Nwnvueb, 2.6, 56.35, 41.42, 20.76, 13.28, 20.39, 12.93, 4.732, 12.26, 16.78, 16.75, 25.93, 34.12, 5.658, 38.25, 23.12, 15.37, 25.16
Trkvcgfl, 2.6, 27.51, 40.99, 7.54, 7.266, 14.53, 30.26, 10.77, 17.31, 16.9, 5.498, 23.72, 12.55, 4.397, 10.64, 9.015, 22.37, 15.26
Cdtcdosrq, 2.8, 36.43, 25.2, 19.53, 7.228, 32.13, 14.25, 14.07, 9.274, 24.15, 13.6, 35.01, 11.81, 8.664, 20.72, 9.214, 24.57, 9.274
Mbinscbb, 2.9, 61.56, 20.16, 9.406, 7.655, 21.11, 15.7, 5.525, 6.078, 19.53, 24.28, 38.42, 37.38, 4.509, 10.67, 21.75, 41.2, 25.77
Imgpdmovg, 3.0, 16.56, 34.78, 14.53, 6.173, 27.88, 36.5, 19.5, 12.15, 16.69, 13.42, 46.1, 12.86, 4.113, 59.72, 27.07, 37.24, 18.75
   Dnhns, 3.3, 25.33, 37.74, 24.04, 8.341, 33.62, 38.9, 21.95, 5.581, 26.49, 27.31, 14.74, 44.75, 10.41, 49.66, 19.85, 38.74, 20.78
  Erdpkb, 3.2, 61.15, 8.786, 27.26, 5.393, 23.39, 21.83, 19.78, 19.77, 21.52, 27.91, 12.06, 15.76, 4.25, 62.33, 29.55, 15.77, 17.37
Pgignxuxe, 3.1, 28.05, 32.42, 29.96, 13.78, 24.1, 21.15, 11.36, 15.92, 11.57, 24.65, 12.12, 35.04, 5.398, 50.24, 21.23, 23.34, 17.89
Foeqqdxle, 1.6, 24.95, 25.05, 8.124, 8.933, 18.5, 14.05, 11.85, 8.08, 7.878, 13.91, 15.84, 9.293, 6.578, 28.0, 3.805, 15.08, 13.42
  Btuhwx, 1.6, 16.71, 20.37, 9.85, 5.466, 17.85, 10.45, 4.526, 7.795, 8.857, 10.53, 15.87, 13.04, 3.98, 5.725, 13.57, 21.84, 8.509
   Qcrit, 3.0, 44.31, 24.75, 21.09, 11.85, 32.43, 35.57, 7.005, 14.04, 20.73, 22.94, 28.89, 11.48, 5.801, 17.4, 6.031, 35.39, 28.56
 Sfjdvmd, 2.7, 39.99, 12.05, 24.94, 10.91, 29.93, 14.05, 15.17, 11.5, 22.35, 18.32, 35.32, 10.69, 7.186, 28.99, 17.79, 25.91, 27.3
   Rhfot, 2.5, 23.31, 40.93, 10.63, 7.065, 27.49, 23.66, 17.69, 12.58, 23.09, 12.38, 25.22, 6.472, 10.02, 9.081, 11.38, 21.06, 8.837
   Mulco, 2.7, 37.48, 33.46, 15.52, 5.439, 19.19, 22.78, 16.77, 8.575, 17.2, 14.17, 43.37, 11.7, 6.373, 18.68, 22.94, 38.53, 16.67
Movtbpmmn, 2.9, 37.33, 16.94, 19.54, 6.016, 21.5, 35.53, 20.24, 6.971, 15.25, 23.08, 9.454, 29.45, 9.106, 18.92, 30.21, 30.01, 14.37
 Qxndtrp, 3.0, 28.99, 36.82, 28.4, 14.77, 11.42, 28.85, 16.54, 14.05, 15.06, 13.27, 39.25, 13.52, 7.197, 14.69, 8.54, 32.31, 20.3
   Fvjed, 3.1, 40.35, 46.34, 25.05, 11.03, 21.0, 37.25, 11.57, 5.512, 18.89, 21.86, 12.18, 12.4, 10.58, 53.53, 6.302, 18.8, 28.24
  Tuticq, 3.2, 18.17, 8.959, 11.93, 11.71, 34.46, 7.982, 6.695, 16.02, 22.86, 19.32, 8.279, 38.25, 7.327, 27.06, 7.225, 51.21, 6.691
  Rxfhhg, 2.3, 30.56, 9.777, 11.84, 6.505, 6.749, 7.135, 14.67, 7.597, 15.63, 4.197, 21.41, 13.68, 4.39, 46.06, 13.53, 35.54, 10.88
 Xdosuqm, 2.6, 36.46, 22.51, 5.184, 4.819, 14.14, 19.84, 13.03, 6.653, 10.4, 21.32, 6.841, 9.234, 4.989, 38.59, 8.285, 20.78, 21.87
  Xtribu, 2.1, 18.06, 12.55, 9.503, 11.01, 24.88, 21.29, 6.963, 16.75, 18.43, 13.39, 26.01, 5.789, 8.091, 41.59, 15.51, 30.24, 9.832
 Ddsxujl, 2.8, 22.55, 44.56, 11.55, 11.25, 19.74, 27.69, 5.711, 20.52, 16.66, 23.9, 17.32, 13.45, 3.744, 54.8, 21.98, 40.04, 8.88
Jnjpvghsr, 3.3, 68.85, 45.66, 31.08, 15.81, 6.959, 13.72, 23.04, 19.4, 16.21, 11.95, 14.44, 33.66, 6.281, 52.17, 7.458, 44.4, 10.39
Ktpqtqhih, 2.1, 12.52, 18.95, 17.4, 6.979, 20.82, 14.49, 7.554, 9.975, 10.68, 18.64, 16.89, 6.195, 3.531, 11.67, 14.1, 31.11, 11.26
  Wjfwtc, 3.8, 40.35, 21.82, 38.68, 17.36, 42.95, 19.48, 26.44, 8.969, 11.62, 16.68, 54.21, 50.97, 14.16, 14.9, 31.27, 58.33, 35.95
  Llsxke, 2.9, 53.51, 18.91, 12.42, 9.432, 18.23, 17.34, 8.308, 13.09, 24.06, 22.34, 43.4, 22.38, 3.765, 22.8, 21.02, 29.32, 24.82
  Lmhmmq, 3.5, 54.35, 50.64, 31.56, 6.686, 23.03, 27.75, 6.318, 18.62, 9.571, 7.065, 30.56, 36.01, 10.35, 60.37, 23.27, 46.91, 15.48
   Qfctv, 2.8, 42.09, 34.16, 11.9, 6.805, 19.89, 13.09, 7.703, 9.306, 24.9, 27.65, 34.58, 22.37, 7.504, 55.91, 24.2, 42.74, 7.603
   Xgerc, 3.0, 48.25, 37.17, 17.95, 12.93, 11.66, 27.57, 20.39, 16.61, 22.51, 8.633, 20.86, 33.9, 5.695, 43.63, 23.72, 26.37, 17.84
Bkbrmccb, 1.9, 24.98, 16.41, 4.109, 10.04, 15.33, 10.63, 8.04, 9.371, 12.38, 18.29, 16.5, 21.02, 7.077, 27.44, 10.2, 22.43, 11.71
   Kgfkl, 2.9, 19.84, 32.26, 17.5, 10.3, 7.668, 18.84, 5.73, 8.066, 5.468, 26.84, 26.16, 33.12, 7.688, 32.82, 20.78, 32.68, 28.53
   Enswj, 3.2, 42.52, 28.35, 17.33, 11.02, 36.59, 27.5, 16.54, 6.845, 17.88, 7.693, 44.18, 14.96, 4.137, 19.07, 26.05, 7.894, 28.17
   Pkwws, 3.2, 55.86, 9.084, 10.11, 13.3, 9.181, 9.368, 20.8, 7.053, 11.4, 10.96, 51.89, 43.44, 5.18, 27.19, 15.07, 11.9, 8.479
Vvltsqtx, 3.0, 8.815, 13.95, 33.3, 11.79, 11.65, 18.33, 7.321, 6.861, 26.8, 18.87, 15.66, 18.43, 4.422, 31.38, 24.34, 24.19, 26.22
  Klirdt, 2.2, 12.03, 16.7, 8.265, 8.416, 4.517, 8.236, 10.62, 17.16, 11.41, 16.75, 38.36, 20.49, 4.099, 9.077, 20.15, 8.548, 20.51
 Tgomlhr, 2.9, 16.25, 20.24, 17.37, 15.2, 13.22, 23.39, 10.1, 14.81, 23.77, 5.342, 15.41, 34.99, 8.761, 48.25, 7.169, 9.361, 7.346
Degovxkkn, 3.2, 23.7, 42.99, 8.645, 17.73, 34.74, 36.55, 18.79, 13.52, 14.15, 30.73, 9.356, 19.86, 13.06, 33.72, 11.22, 29.21, 16.39
Wbgurptn, 2.6, 37.59, 29.2, 8.495, 6.475, 13.39, 28.32, 4.781, 17.63, 10.8, 19.13, 37.01, 9.755, 8.16, 35.42, 10.83, 22.05, 7.663
Smvhlnlt, 2.5, 53.16, 17.26, 7.28, 9.779, 12.78, 16.18, 12.94, 19.87, 8.951, 9.366, 38.47, 21.28, 8.557, 7.537, 17.46, 40.72, 23.36
Gibwxkbiq, 2.4, 8.283, 8.143, 22.17, 3.86, 27.3, 15.05, 4.668, 10.49, 20.7, 19.87, 27.94, 13.33, 5.437, 19.66, 10.95, 39.43, 16.58
Opmhubnqc, 2.1, 38.28, 18.21, 12.56, 10.77, 17.37, 19.27, 4.553, 7.789, 14.04, 4.754, 13.7, 13.26, 4.884, 31.93, 19.74, 13.28, 19.63
Ixihuggl, 2.6, 52.19, 13.2, 27.07, 5.535, 25.01, 15.57, 11.12, 9.3, 5.62, 22.8, 19.75, 36.91, 4.711, 31.25, 13.25, 24.93, 21.91
 Bnbkiot, 3.7, 30.14, 58.07, 18.17, 7.129, 30.69, 37.35, 6.897, 12.63, 22.94, 32.05, 52.54, 45.82, 9.6, 14.77, 29.21, 52.03, 16.19
 Xxrrlsg, 3.2, 19.29, 14.56, 6.829, 6.636, 10.81, 31.94, 14.23, 15.74, 5.735, 29.77, 30.86, 12.25, 10.38, 50.03, 26.53, 44.11, 9.285
  Whnljj, 2.8, 39.11, 44.21, 21.34, 9.247, 26.29, 29.59, 11.45, 16.65, 15.45, 20.93, 40.22, 30.08, 7.588, 23.16, 23.83, 25.75, 15.66
 Okhrlrn, 2.5, 13.23, 29.59, 8.22, 13.89, 25.83, 11.46, 19.27, 15.64, 4.569, 8.523, 7.728, 6.623, 6.146, 49.71, 8.068, 36.31, 26.34
   Mtbtt, 2.5, 52.92, 20.95, 20.45, 4.371, 21.41, 25.76, 6.756, 4.964, 11.2, 7.206, 33.65, 19.14, 5.886, 35.21, 12.17, 11.22, 21.65
 Mtchxdg, 2.5, 8.344, 10.14, 22.11, 7.33, 13.24, 12.99, 7.825, 13.13, 16.49, 10.18, 25.14, 17.84, 4.959, 18.83, 8.387, 15.38, 7.448
   Cebhu, 2.6, 40.65, 38.33, 24.98, 5.065, 24.02, 16.58, 12.1, 15.28, 15.49, 8.19, 6.87, 36.64, 3.482, 37.87, 8.623, 27.84, 22.4
Lkpvchqk, 3.2, 30.9, 19.93, 29.57, 15.78, 31.17, 31.46, 21.88, 14.88, 19.59, 12.33, 11.56, 18.33, 5.23, 39.4, 10.93, 39.6, 28.96
 Hwctgwf, 3.3, 69.77, 47.97, 24.0, 13.64, 24.46, 20.2, 18.16, 13.35, 19.09, 30.08, 12.44, 24.62, 6.712, 14.03, 19.07, 26.19, 19.67
Ikcobwtq, 2.8, 39.12, 11.31, 6.623, 9.288, 24.8, 6.065, 8.041, 12.7, 10.81, 16.63, 44.65, 39.17, 10.87, 43.19, 7.832, 25.47, 15.1
Fmxpjnei, 2.8, 34.21, 12.22, 25.52, 8.829, 30.33, 31.37, 6.705, 12.19, 10.28, 27.49, 29.81, 39.16, 5.993, 24.36, 19.01, 20.86, 17.9
Hrkosqqwg, 2.8, 15.17, 13.16, 23.68, 5.953, 22.87, 12.53, 7.708, 17.04, 22.29, 28.38, 14.08, 21.58, 7.453, 28.22, 21.65, 24.49, 19.5
 Biuhpdv, 2.5, 12.44, 40.39, 18.31, 9.435, 16.14, 29.37, 11.82, 14.25, 7.8, 17.23, 29.23, 29.24, 10.05, 15.16, 22.51, 15.43, 6.615
  Cquohr, 2.9, 56.82, 25.48, 24.54, 10.56, 26.5, 7.974, 18.14, 7.748, 22.23, 13.87, 31.38, 40.1, 9.894, 54.56, 23.16, 22.33, 14.38
Jjxtgocci, 3.1, 27.93, 28.35, 14.28, 15.92, 17.44, 22.84, 15.63, 24.69, 15.6, 30.49, 34.7, 22.87, 7.023, 60.26, 21.9, 46.66, 6.948
   Mbfjk, 1.9, 9.847, 21.16, 15.26, 9.615, 14.15, 21.4, 6.432, 7.013, 9.786, 11.05, 25.57, 19.77, 2.63, 27.27, 14.73, 20.24, 8.564
Jwkhrbgc, 2.6, 15.73, 9.701, 14.15, 3.765, 6.162, 26.5, 18.13, 6.86, 20.33, 17.37, 27.16, 20.05, 6.763, 49.26, 10.75, 23.89, 5.584
  Momonk, 2.8, 13.41, 36.37, 18.99, 8.161, 24.69, 14.04, 12.75, 6.277, 4.854, 19.32, 40.76, 16.76, 5.787, 15.71, 9.269, 16.39, 16.11
Ooqsfurp, 2.4, 33.07, 29.14, 4.705, 12.02, 5.564, 6.066, 9.949, 11.9, 5.739, 14.19, 37.08, 11.79, 9.154, 29.2, 13.96, 17.21, 16.84
 Gxudgkf, 3.0, 23.64, 36.89, 26.53, 7.752, 11.08, 30.74, 16.27, 7.974, 8.162, 15.95, 47.24, 37.5, 9.192, 10.72, 18.49, 41.36, 15.71
  Skkfgv, 2.5, 9.625, 25.71, 14.88, 8.194, 6.588, 5.605, 9.512, 12.9, 16.73, 23.26, 38.88, 22.97, 6.415, 9.035, 25.11, 23.8, 25.47
  Rbipqj, 3.1, 24.54, 34.96, 11.77, 9.252, 19.37, 33.92, 8.442, 16.17, 10.77, 17.58, 7.776, 12.73, 10.78, 11.57, 14.0, 40.07, 16.6
Nlokpjveu, 2.4, 8.314, 24.98, 17.75, 11.25, 25.07, 23.27, 17.38, 9.431, 11.67, 9.001, 20.96, 33.57, 6.918, 14.69, 13.32, 32.9, 11.62
  Frlngo, 2.8, 10.97, 33.44, 9.333, 12.65, 28.88, 8.524, 4.49, 14.17, 16.38, 11.14, 26.48, 7.453, 5.184, 21.69, 8.983, 23.62, 26.63
Jfsxfvndo, 1.7, 23.1, 9.991, 18.31, 6.108, 17.07, 16.97, 11.13, 10.56, 12.85, 12.3, 23.28, 17.12, 5.996, 29.75, 15.3, 18.46, 7.033
Ubcgrrhu, 3.1, 12.06, 27.89, 29.95, 12.11, 18.39, 10.43, 9.244, 9.96, 20.56, 17.3, 9.482, 42.09, 7.825, 31.39, 28.77, 38.72, 23.22
  Oktcoo, 2.6, 45.41, 17.8, 7.911, 8.398, 16.89, 9.361, 13.84, 15.08, 7.107, 23.97, 43.27, 14.71, 8.269, 8.74, 19.22, 22.69, 21.17
Droovifq, 3.4, 71.22, 35.43, 35.59, 7.287, 22.78, 11.66, 21.42, 23.35, 13.92, 8.726, 26.48, 19.66, 8.386, 47.35, 32.09, 42.26, 18.56
Shpvxsuc, 3.1, 10.61, 32.17, 6.795, 4.33, 32.45, 23.92, 8.791, 22.82, 13.97, 25.05, 30.92, 34.72, 4.249, 42.05, 17.92, 11.2, 18.99
Loioqurnp, 3.2, 24.69, 44.58, 27.02, 9.027, 22.94, 6.435, 22.78, 10.95, 15.96, 20.47, 50.41, 42.36, 10.58, 56.86, 6.044, 17.28, 13.99
  Hkgxtm, 3.4, 74.88, 31.99, 18.87, 15.14, 27.84, 12.17, 16.3, 23.97, 8.865, 26.63, 33.67, 34.32, 12.79, 51.63, 15.54, 31.33, 11.51
  Dxlcbc, 3.2, 11.78, 39.47, 9.319, 16.22, 9.695, 25.4, 6.426, 16.59, 19.79, 14.61, 51.19, 22.32, 4.695, 30.83, 13.05, 25.32, 21.98
  Rexwfe, 3.2, 49.83, 18.83, 23.62, 14.03, 19.93, 24.46, 16.01, 15.67, 12.92, 12.9, 30.71, 12.05, 9.159, 32.0, 18.25, 9.215, 9.565
 Nllrggr, 3.0, 50.53, 14.71, 19.11, 5.405, 27.06, 28.22, 5.587, 12.91, 15.95, 27.02, 42.31, 14.18, 8.164, 44.37, 19.71, 32.13, 15.23
Sogxpsbuq, 2.4, 32.98, 34.9, 23.71, 12.15, 28.79, 15.56, 17.22, 15.88, 7.343, 17.05, 8.194, 29.99, 6.584, 13.02, 16.43, 16.74, 18.17
 Htmwjxj, 2.9, 18.48, 36.48, 7.74, 5.444, 33.5, 25.26, 21.24, 6.607, 26.38, 6.749, 41.9, 12.6, 4.795, 30.99, 14.76, 40.26, 13.48
  Wtdoit, 2.2, 36.09, 16.28, 8.896, 10.73, 25.34, 26.87, 4.477, 6.413, 4.256, 15.81, 21.48, 16.61, 6.296, 21.95, 18.87, 15.35, 5.384
Khtodrowd, 2.6, 15.38, 8.455, 18.23, 13.54, 8.175, 18.88, 7.322, 9.136, 23.09, 11.77, 16.5, 18.12, 9.704, 18.96, 9.11, 6.933, 12.07
Sgqtxwos, 2.7, 40.38, 10.98, 16.88, 12.75, 15.77, 25.07, 14.79, 17.21, 17.47, 21.98, 13.42, 14.05, 9.391, 11.67, 12.86, 36.79, 15.66
Uifgjxnod, 2.8, 37.02, 31.14, 21.13, 4.496, 32.5, 14.2, 6.704, 17.84, 23.47, 25.45, 39.18, 38.33, 4.526, 55.63, 9.406, 17.51, 22.73
 Cmbeduc, 2.1, 30.5, 24.46, 23.42, 3.35, 6.52, 16.5, 6.536, 14.47, 5.965, 8.846, 19.13, 16.58, 7.086, 11.26, 16.91, 11.99, 14.83
 Rfmqtqc, 3.0, 26.43, 11.56, 19.71, 4.711, 12.63, 6.838, 22.43, 19.04, 24.49, 5.528, 13.34, 20.89, 5.027, 8.55, 24.69, 17.24, 8.041
